cik,entityName
880984,"ACORN ENERGY, INC."
881453,Fortitude Life Insurance & Annuity Co
881464,AMYLIN PHARMACEUTICALS INC
881524,VIVUS INC
881695,PALOMAR MEDICAL TECHNOLOGIES INC
881716,GATEWAY TAX CREDIT FUND III LTD
881790,HF FINANCIAL CORP
881890,ABAXIS INC
882095,"GILEAD SCIENCES, INC."
882104,"PDL BIOPHARMA, INC."
882154,"POWERSECURE INTERNATIONAL, INC."
882184,"D.R. Horton, Inc."
882235,LINCARE HOLDINGS INC
882289,APRIA HEALTHCARE GROUP INC
882291,"Aethlon Medical, Inc."
882361,Aptose Biosciences Inc.
882508,QUICKLOGIC Corp
882796,"BIOCRYST PHARMACEUTICALS, INC."
882800,"PACIFIC VENTURES GROUP, INC."
882829,STATER BROS HOLDINGS INC
882835,"ROPER TECHNOLOGIES, INC."
882873,UROLOGIX INC
883107,Nanophase Technologies Corporation
883237,"VIRTUS INVESTMENT PARTNERS, INC."
883241,"SYNOPSYS, INC."
883293,VALASSIS COMMUNICATIONS INC
883569,"FOSSIL GROUP, INC."
883758,GRAYSON BANKSHARES INC
883902,"Cornerstone Building Brands, Inc."
883943,CHRISTOPHER & BANKS CORP
883945,USA TRUCK INC.
883948,ATLANTIC UNION BANKSHARES CORPORATION
883975,MICROBOT MEDICAL INC.
883980,FIRST DATA CORP
883981,MORTONS RESTAURANT GROUP INC
883984,ICU MEDICAL INC/DE
884130,CHROMCRAFT REVINGTON INC
884144,"ASURE SOFTWARE, INC."
884217,TAILORED BRANDS INC
884219,Viad Corp
884269,"Alpha Pro Tech, Ltd."
884363,"Evolutionary Genomics, Inc."
884497,MEDQUIST INC
884504,THERMOENERGY CORP
884614,UGI CORPORATION
884624,ORTHOFIX MEDICAL INC.
884629,"ACTAVIS, INC."
884650,"INFINITE GROUP, INC."
884713,Primo Water     Corporation
884731,ARIAD PHARMACEUTICALS INC
884887,ROYAL CARIBBEAN CRUISES LTD
884905,PRAXAIR INC
884940,STEIN MART INC
885074,AEON GLOBAL HEALTH CORP.
885245,"BUCKLE, INC"
885275,WILSON BANK HOLDING CO
885306,CYNOSURE INC
885307,JEWETT-CAMERON TRADING COMPANY LTD
885322,ANCHOR BANCORP WISCONSIN INC
885462,"GULF RESOURCES, INC."
885475,ECO-SHIFT POWER CORP.
885508,Stratus Properties Inc.
885531,DENMARK BANCSHARES INC
885542,PEOPLES BANCORPORATION INC /SC/
885550,CREDIT ACCEPTANCE CORP
885551,VALENCE TECHNOLOGY INC
885568,OLD DOMINION ELECTRIC COOPERATIVE
885590,Bausch Health Companies Inc.
885639,KOHL’S CORP
885721,EXPRESS SCRIPTS INC
885725,BOSTON SCIENTIFIC CORPORATION
885975,CINEMARK USA INC /TX
885978,U S PHYSICAL THERAPY INC /NV
885988,INTEGRAMED AMERICA INC
886035,GENERAL CABLE CORP /DE/
886093,NUNZIA PHARMACEUTICAL COMPANY
886128,"FUELCELL ENERGY, INC."
886136,"Saga Communications, Inc"
886137,FINISH LINE INC /IN/
886158,BED BATH & BEYOND INC.
886163,LIGAND PHARMACEUTICALS INCORPORATED
886171,UNIVERSAL HOSPITAL SERVICES INC
886206,FRANKLIN COVEY CO.
886328,E DIGITAL CORP
886346,KADANT INC
886475,"'MKTG, INC.'"
886744,GERON CORP
886835,"SUPERIOR ENERGY SERVICES, INC."
886912,ZUNICOM INC
886982,"The Goldman Sachs Group, Inc."
887149,CROGHAN BANCSHARES INC
887150,HAMPSHIRE GROUP LTD
887151,CAPSTONE THERAPEUTICS CORP.
887226,PERCEPTRON INC/MI
887247,ADAMIS PHARMACEUTICALS CORPORATION
887343,"COLUMBIA BANKING SYSTEM, INC."
887359,VERICEL CORPORATION
887396,EMPIRE PETROLEUM CORPORATION
887497,HI TECH PHARMACAL CO INC
887568,ZOLL MEDICAL CORP
887596,THE CHEESECAKE FACTORY INCORPORATED
887637,RAILAMERICA INC /DE
887730,KEMET CORP
887733,Central Garden & Pet Company
887905,LTC PROPERTIES INC
887919,"PREMIER FINANCIAL BANCORP, INC."
887921,"Revlon, Inc."
887936,"FTI CONSULTING, INC"
887969,MRV COMMUNICATIONS INC
888002,AXA FINANCIAL INC
888165,INTERACTIVE DATA CORP/MA/
888228,KINDER MORGAN ENERGY PARTNERS L P
888471,NESTOR PARTNERS
888491,"OMEGA HEALTHCARE INVESTORS, INC."
888504,LAYNE CHRISTENSEN CO
888702,"COUPON EXPRESS, INC."
888719,CHINA LITHIUM TECHNOLOGIES INC.
888919,HCC INSURANCE HOLDINGS INC/DE/
888953,ONLINE RESOURCES CORP
888981,"NOCOPI TECHNOLOGIES, INC."
889123,"REDWOOD MORTGAGE INVESTORS VIII, L.P."
889156,ALLBRITTON COMMUNICATIONS CO
889331,LITTELFUSE INC /DE
889348,"CPI AEROSTRUCTURES, INC."
889423,SATCON TECHNOLOGY CORP
889428,"PATHFINDER CELL THERAPY, INC."
889570,UNITED ARTISTS THEATRE CIRCUIT INC /MD/
889609,"CONSUMER PORTFOLIO SERVICES, INC."
889900,"Patterson-UTI Energy, Inc."
889930,OVERLAND STORAGE INC
889936,"PRIVATEBANCORP, INC"
889971,"LIGHTPATH TECHNOLOGIES, INC."
890066,GLEN BURNIE BANCORP
890264,EXA CORP
890319,TAUBMAN CENTERS INC
890394,PERASO INC.
890447,"VERTEX ENERGY, INC."
890465,NPS PHARMACEUTICALS INC
890491,BARNES & NOBLE INC
890543,INTERNATIONAL BARRIER TECHNOLOGY INC
890547,REVLON CONSUMER PRODUCTS CORP
890564,ASGN Inc
890634,ALLIED HEALTHCARE INTERNATIONAL INC
890801,"MCAFEE, INC."
890821,"ENVERIC BIOSCIENCES, INC."
890846,UROPLASTY INC
890908,DYNACQ HEALTHCARE INC
890923,ZOLTEK COMPANIES INC
890926,Radian Group Inc
891014,MINERALS TECHNOLOGIES INC.
891024,"PATTERSON COMPANIES, INC."
891098,STERLING BANCSHARES INC
891103,"Match Group, Inc."
891106,STERLING FINANCIAL CORP /WA/
891166,"UNIVERSAL INSURANCE HOLDINGS, INC."
891288,QUESTCOR PHARMACEUTICALS INC
891293,CTI BIOPHARMA CORP.
891417,NANO MAGIC INC.
891456,PLAINS EXPLORATION & PRODUCTION CO
891482,FULL HOUSE RESORTS INC
891532,PERMA FIX ENVIRONMENTAL SERVICES INC
891919,BOOKS A MILLION INC
892025,MARTEK BIOSCIENCES CORP
892160,"DERMA SCIENCES, INC."
892222,"CRAFT BREW ALLIANCE, INC."
892342,BOSTON FINANCIAL TAX CREDIT FUND VII LP
892482,QUMU CORPORATION
892537,ManTech International Corporation
892553,"CHART INDUSTRIES, INC."
892822,HEMAGEN DIAGNOSTICS INC
892832,SANDSTON CORP
892875,ATEL CASH DISTRIBUTION FUND V L P
892907,SPORT CHALET INC
892986,WARREN RESOURCES INC
892997,WNC CALIFORNIA HOUSING TAX CREDITS III LP
893467,NORTHWEST BANCORPORATION INC
893538,SM ENERGY CO
893691,Masonite International Corporation
893847,"HAWTHORN BANCSHARES, INC."
893949,"Pediatrix Medical Group, Inc."
894081,"Air Transport Services Group, Inc."
894158,"THERIVA BIOLOGICS, INC."
894237,COGENTIX MEDICAL INC /DE/
894245,AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP
894315,SITE Centers Corp.
894405,ARCBEST CORPORATION
894544,CHANCELLOR GROUP INC.
894560,"BIOETHICS, LTD."
894627,VAALCO ENERGY INC /DE/
894671,OHIO VALLEY BANC CORP
894738,EASYLINK SERVICES INTERNATIONAL CORP
894847,"CARLYLE GAMING & ENTERTAINMENT, LTD."
894871,"THE ARENA GROUP HOLDINGS, INC."
895051,"CASI PHARMACEUTICALS, INC."
895126,CHESAPEAKE ENERGY CORPORATION
895329,TUFCO TECHNOLOGIES INC
895417,"EQUITY LIFESTYLE PROPERTIES, INC."
895419,"WOLFSPEED, INC."
895421,MORGAN STANLEY
895447,"Shoe Carnival, Inc."
895456,"ROCKY BRANDS, INC."
895464,YUBO INTERNATIONAL BIOTECH LIMITED
895516,"SPECTRUM GROUP INTERNATIONAL, INC."
895648,GENERAL GROWTH PROPERTIES INC
895650,JD INTERNATIONAL LTD
895655,JARDEN CORP
895663,GLOBAL INDUSTRIES LTD
895665,"CLEARDAY, INC."
895728,ENBRIDGE INC.
895930,AMSURG CORP
896156,Ethan Allen Interiors Inc.
896159,CHUBB LIMITED
896262,AMEDISYS INC
896264,"USANA HEALTH SCIENCES, INC."
896400,"MULTIMEDIA GAMES HOLDING COMPANY, INC."
896429,"Cantaloupe, Inc."
896493,"AULT ALLIANCE, INC."
896622,"AptarGroup, Inc"
896726,GEOGLOBAL RESOURCES INC.
896747,AMERICAN BIO MEDICA CORPORATION
896778,CONCEPTUS INC
896841,"AVID TECHNOLOGY, INC."
896842,ORCHARD SUPPLY HARDWARE STORES CORP
896878,INTUIT INC.
896985,DESTINATION MATERNITY CORP
897067,CYMER INC
897075,REPROS THERAPEUTICS INC.
897077,ALAMO GROUP INC.
897078,"Resonate Blends, Inc."
897315,AMERICAN TAX CREDIT TRUST SERIES I
897429,"Chico’s FAS, Inc."
897448,AMARIN CORP PLC\UK
897723,Sanmina Corporation
897893,PEERLESS SYSTEMS CORP
898037,DIMECO INC
898171,UWHARRIE CAPITAL CORP
898173,O Reilly Automotive Inc
898174,"REINSURANCE GROUP OF AMERICA, INCORPORATED"
898293,JABIL INC
898437,"Anika Therapeutics, Inc."
898770,SHARPS COMPLIANCE CORP
899051,ALLSTATE CORP
899297,OPTI INC
899394,"HARBOR DIVERSIFIED, INC."
899426,CALYPTE BIOMEDICAL CORP
899460,MannKind Corporation
899597,BUCKEYE TECHNOLOGIES INC
899629,ACADIA REALTY TRUST
899647,RIVIERA HOLDINGS CORP
899689,Vornado Realty Trust
899715,"TANGER FACTORY OUTLET CENTERS, INC"
899723,OM GROUP INC
899749,HEALTHCARE REALTY TRUST INCORPORATED
899751,"TITAN INTERNATIONAL, INC."
899866,"ALEXION PHARMACEUTICALS, INC."
899881,PROLOGIS
899923,"MYRIAD GENETICS, INC."
900017,THOMAS GROUP INC
900075,"COPART, INC."
900349,"PERRY ELLIS INTERNATIONAL, INC"
900393,TURBOSONIC TECHNOLOGIES INC
901219,HUMAN GENOME SCIENCES INC
901491,"PAPA JOHN’S INTERNATIONAL, INC."
901842,BLUE VALLEY BAN CORP
902274,LIBBEY INC
902622,ICAGEN INC
902739,"NBCUNIVERSAL MEDIA, LLC"
902791,"BARRETT BUSINESS SERVICES, INC."
903127,POST PROPERTIES INC
903129,GENTHERM INCORPORATED
903419,ALERUS FINANCIAL CORPORATION
903571,GOLDEN STAR RESOURCES LTD.
903651,INNODATA INC
904080,STONE ENERGY CORP
904163,AMERICAN NATIONAL INSURANCE CO
904896,N-VIRO INTERNATIONAL CORP
904918,BLACKROCK GLOBAL HORIZONS I L.P.
904978,SUN HEALTHCARE GROUP INC
904979,SHILOH INDUSTRIES INC
905428,ECO-TRADE CORP.
906107,EQUITY RESIDENTIAL
906163,"NVR, Inc."
906192,"SRA INTERNATIONAL, INC."
906193,KEY TECHNOLOGY INC
906345,CAMDEN PROPERTY TRUST
906448,VU1 CORP
906465,"QCR HOLDINGS, INC."
906553,BOYD GAMING CORP
906709,NEKTAR THERAPEUTICS
906780,EMPIRE RESORTS INC
907045,INDEPENDENCE TAX CREDIT PLUS L P II
907242,"MONARCH CASINO & RESORT, INC"
907254,"SAUL CENTERS, INC."
907471,"PATHWARD FINANCIAL, INC."
907562,DYAX CORP
907649,FX ENERGY INC
907654,"ARCA BIOPHARMA, INC."
907686,"PLURES TECHNOLOGIES, INC./DE"
908255,BORGWARNER INC.
908259,"Oncotelic Therapeutics, Inc."
908311,CREATIVE MEDIA & COMMUNITY TRUST CORPORATION
908315,WINMARK CORPORATION
908598,"ATRM HOLDINGS, INC."
908821,CHEETAH OIL & GAS LTD.
908837,NB&T FINANCIAL GROUP INC
908937,SIRIUS XM HOLDINGS INC.
909108,"DIAMOND HILL INVESTMENT GROUP, INC."
909111,COLONIAL PROPERTIES TRUST
909281,ONEOK PARTNERS LP
909494,TUCOWS INC /PA/
909724,"TANDY LEATHER FACTORY, INC"
909791,ULTRATECH INC
909832,COSTCO WHOLESALE CORP /NEW
909954,"KEURIG GREEN MOUNTAIN, INC."
910073,"NEW YORK COMMUNITY BANCORP, INC."
910108,LXP INDUSTRIAL TRUST
910267,"Titan Pharmaceuticals, Inc."
910322,ASTORIA FINANCIAL CORP
910329,"Medifast, Inc."
910406,"THE HAIN CELESTIAL GROUP, INC."
910467,CAMPBELL STRATEGIC ALLOCATION FUND LP
910521,DECKERS OUTDOOR CORP
910560,"GOOD SAM ENTERPRISES, LLC"
910606,REGENCY CENTERS CORPORATION
910612,"CBL & ASSOCIATES PROPERTIES, INC."
910638,3D SYSTEMS CORPORATION
910679,WVS Financial Corp
910832,"JINZANGHUANG TIBET PHARMACEUTICALS, INC."
911002,LODGENET INTERACTIVE CORP
911109,MOBILE MINI INC
911147,"CENTURY CASINOS, INC."
911148,CADUS CORP
911160,RF MICRO DEVICES INC
911177,"CASELLA WASTE SYSTEMS, INC."
911216,"PALATIN TECHNOLOGIES, INC."
911326,SYNAGEVA BIOPHARMA CORP
911421,PartnerRe Ltd.
911503,DIVERSIFIED MULTI-ADVISOR FUTURES FUND L.P.
911568,BOSTON FINANCIAL TAX CREDIT FUND VIII LP
911583,STEINWAY MUSICAL INSTRUMENTS INC
911631,TRIAD GUARANTY INC
911635,ASSOCIATED ESTATES REALTY CORP
911649,STANDARD DIVERSIFIED INC.
911650,"SPEED COMMERCE, INC."
912061,Natural Health Trends Corp.
912093,Viavi Solutions Inc.
912145,AMERISTAR CASINOS INC
912183,CUBIST PHARMACEUTICALS INC
912242,MACERICH CO
912263,TALBOTS INC
912365,EVERGREEN ENERGY INC
912382,NATIONAL BANK OF INDIANAPOLIS CORP
912463,GUESS INC
912513,CYTEC INDUSTRIES INC/DE/
912544,NOVELSTEM INTERNATIONAL CORP.
912562,"GIBRALTAR INDUSTRIES, INC."
912593,"SUN COMMUNITIES, INC"
912595,"MID-AMERICA APARTMENT COMMUNITIES, INC."
912603,"SCHNITZER STEEL INDUSTRIES, INC."
912605,CRONOS GLOBAL INCOME FUND XV LP
912607,MACE SECURITY INTERNATIONAL INC
912615,"Urban Outfitters, Inc."
912728,FORWARD AIR CORPORATION
912750,NEWFIELD EXPLORATION CO /DE/
912752,"SINCLAIR BROADCAST GROUP, INC."
912766,"Laureate Education, Inc."
912767,"UFP INDUSTRIES, INC."
912833,WEST MARINE INC
912844,"INVENT VENTURES, INC."
912898,GLIMCHER REALTY TRUST
912967,FIRST BANCSHARES INC /MO/
913077,AFFYMETRIX INC
913142,BELDEN INC.
913144,RENAISSANCERE HOLDINGS LTD
913165,EXACTECH INC
913241,"STEVEN MADDEN, LTD."
913277,CLARUS CORPORATION
913341,C & F FINANCIAL CORPORATION
913443,CAMBRIDGE HEART INC
913496,WNC HOUSING TAX CREDIT FUND IV L P SERIES 1
913497,WNC HOUSING TAX CREDIT FUND IV L P SERIES 2
913760,StoneX Group Inc.
913778,BF GARDEN TAX CREDIT FUND IV L.P.
913885,TRIQUINT SEMICONDUCTOR INC
914024,SHAW GROUP INC
914025,"Plantronics, Inc."
914122,"Perma-Pipe International Holdings, Inc."
914138,MIDDLEBURG FINANCIAL CORP
914139,PARKERVISION INC
914142,"GILMAN CIOCIA, INC."
914156,UFP TECHNOLOGIES INC
914208,Invesco Ltd.
914329,FEI CO
914374,SOUTHWEST BANCORP INC
914397,GREAT LAKES AVIATION LTD
914398,ELECSYS CORP
914475,"NEUROCRINE BIOSCIENCES, INC."
914536,SFN GROUP INC.
914537,BRAZIL FAST FOOD CORP
914577,TRANS WORLD CORP
914712,"Steel Connect, Inc."
914747,MORGAN STANLEY SMITH BARNEY CHARTER ASPECT L.P.
914748,"EVEREST REINSURANCE HOLDINGS, INC."
915140,CBL & ASSOCIATES LIMITED PARTNERSHIP
915324,TELULAR CORP
915358,"SIGMATRON INTERNATIONAL, INC."
915389,EASTMAN CHEMICAL CO
915735,STRATASYS INC
915778,"DSP GROUP, INC."
915779,"Daktronics, Inc."
915840,"BEAZER HOMES USA, INC."
915862,PANTRY INC
915912,"AVALONBAY COMMUNITIES, INC."
915913,ALBEMARLE CORPORATION
916076,"MARTIN MARIETTA MATERIALS, INC."
916085,HEALTH NET INC
916365,TRACTOR SUPPLY CO /DE/
916457,CALPINE CORP
916459,GARDNER DENVER INC
916529,AROTECH CORP
916530,W2007 GRACE ACQUISITION I INC
916540,DARLING INGREDIENTS INC.
916789,HELEN OF TROY LIMITED
916863,"INTEGRYS HOLDING, INC."
916907,"SOUTHERN MISSOURI BANCORP, INC."
917032,RIDGEWOOD ELECTRIC POWER TRUST III
917225,SOLITARIO RESOURCES CORP.
917251,AGREE REALTY CORPORATION
917273,RAMBUS INC
917470,"OLYMPIC STEEL, INC."
917491,"FARO TECHNOLOGIES, INC"
917520,INTEGRA LIFESCIENCES HOLDINGS CORP
917523,"REVOLUTION LIGHTING TECHNOLOGIES, INC."
917968,PEETS COFFEE & TEA INC
918160,AK STEEL HOLDING CORP
918251,MOTORCAR PARTS OF AMERICA INC
918386,QLOGIC CORP
918541,"NN, Inc."
918543,CASTLE GROUP INC
918573,GROOVE BOTANICALS INC.
918580,GAMING PARTNERS INTERNATIONAL CORP
918581,CIBER INC
918646,EAGLE MATERIALS INC
918946,BRIGHTPOINT INC
918962,POINDEXTER J B & CO INC
918964,INTERNATIONAL TEXTILE GROUP INC
918965,"ScanSource, Inc."
918997,AQUENTIUM INC
919012,"American Eagle Outfitters, Inc."
919013,WAVE SYSTEMS CORP
919130,ONSTREAM MEDIA CORP
919134,MENDOCINO BREWING CO INC
919175,"SUGARMADE,     INC."
919443,LACROSSE FOOTWEAR INC
919465,BERRY PLASTICS CORP
919605,BIOCORAL INC
919628,CKE RESTAURANTS INC
919721,TRANS ENERGY INC
919722,"ASTEX PHARMACEUTICALS, INC"
919742,WORLD SURVEILLANCE GROUP INC.
919745,"DARA BIOSCIENCES, INC."
919864,Finward Bancorp
919865,FENTURA FINANCIAL INC
919956,"Diversicare Healthcare Services, Inc."
920033,BANK JOS A CLOTHIERS INC /DE/
920112,"HEARTLAND FINANCIAL USA, INC."
920148,LABORATORY CORPORATION OF AMERICA HOLDINGS
920321,"CENVEO, INC"
920371,"Simpson Manufacturing Co., Inc."
920424,VIRTU ITG HOLDINGS LLC
920427,"Unity Bancorp, Inc."
920448,BROADVISION INC
920465,LA JOLLA PHARMACEUTICAL COMPANY
920522,"ESSEX PROPERTY TRUST, INC."
920527,PSS WORLD MEDICAL INC
920707,"MAKEMUSIC, INC."
920760,LENNAR CORP /NEW/
921051,TF FINANCIAL CORP
921082,"HIGHWOODS PROPERTIES, INC."
921112,LIBERTY PROPERTY TRUST
921114,"ARMATA PHARMACEUTICALS, INC."
921183,HMN FINANCIAL INC
921299,"FIBROGEN, INC."
921313,VIEWCAST COM INC
921500,CONSOLIDATED GRAPHICS INC /TX/
921503,BLYTH INC
921547,HERITAGE OAKS BANCORP
921557,"REPUBLIC BANCORP, INC."
921560,"MOREGAIN PICTURES, INC."
921582,IMAX Corporation
921590,VALLEY FINANCIAL CORP /VA/
921638,SSR Mining Inc.
921691,COLE KENNETH PRODUCTIONS INC
921738,"PENN Entertainment, Inc."
921768,BBX CAPITAL CORP
921825,"FIRST INDUSTRIAL REALTY TRUST, INC."
921847,HUDSON CITY BANCORP INC
922011,LUSTROS INC.
922204,RF MONOLITHICS INC /DE/
922224,PPL Corporation
922237,ENOVA SYSTEMS INC
922247,"Cyclo Therapeutics, Inc."
922330,REGI U S INC
922358,Ferrellgas Partners L P
922475,ITT EDUCATIONAL SERVICES INC
922487,ROYAL BANCSHARES OF PENNSYLVANIA INC
922521,"FALCONSTOR SOFTWARE, INC."
922612,"SCHMITT INDUSTRIES, INC."
922621,ERIE INDEMNITY COMPANY
922717,CHINDEX INTERNATIONAL INC
922863,QUALITY DISTRIBUTION INC
922864,Apartment Investment and Management Company
923118,HOME PROPERTIES INC
923120,GREENBRIER COMPANIES INC
923139,FLUSHING FINANCIAL CORPORATION
923168,UNILAVA CORP
923284,INLAND REAL ESTATE CORP
923571,US XPRESS ENTERPRISES INC
923601,SINGING MACHINE CO INC
923603,FELCOR LODGING TRUST INC
923649,CALIFORNIA PETROLEUM TRANSPORT CORP
923660,DIVERSIFIED MULTI-ADVISOR FUTURES FUND L.P. II
923796,"The GEO Group, Inc."
924095,"METAVESCO, INC."
924124,INDEPENDENCE TAX CREDIT PLUS LP III
924168,"ENERGY FOCUS, INC/DE"
924383,GENASYS INC.
924396,"OpenLocker Holdings, Inc."
924515,"GUIDED THERAPEUTICS, INC."
924642,VERITEQ
924717,"Surmodics, Inc."
924719,Smith-Midland Corporation
924805,FREEDOM HOLDING CORP.
924822,"MILLER INDUSTRIES, INC."
924901,"Veris Residential, Inc."
925043,ADVANT E CORP
925173,POTOMAC BANCSHARES INC
925263,MORGAN STANLEY SMITH BARNEY SPECTRUM STRATEGIC LP
925266,MORGAN STANLEY SMITH BARNEY SPECTRUM GLOBAL BALANCED LP
925306,MORGAN STANLEY SMITH BARNEY SPECTRUM TECHNICAL LP
925528,HUDSON TECHNOLOGIES INC /NY
925535,CITIZENS CAPITAL CORP
925645,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD
925660,"FLEXPOINT SENSOR SYSTEMS, INC."
925661,"SECTOR 10, Inc."
925741,"BioCardia, Inc"
926164,"PROVIDENT COMMUNITY BANCSHARES, INC."
926282,"ADTRAN Holdings, Inc."
926287,SANGUINE CORP
926326,"OMNICELL, INC"
926423,"MIND TECHNOLOGY, INC"
926617,Aspira Women’s Health Inc.
926660,"APARTMENT INCOME REIT, L.P."
926761,CANTERBURY PARK HOLDING CORP
926843,NATIONAL PROPERTY ANALYSTS MASTER LIMITED PARTNERSHIP
926844,FUSS BRANDS CORP.
926865,CECIL BANCORP INC
927003,ADVANCED ENERGY INDUSTRIES INC
927066,DAVITA INC.
927355,TESSCO Technologies Incorporated
927417,AVINTIV SPECIALTY MATERIALS INC.
927472,PARABEL INC.
927569,ATEL CASH DISTRIBUTION FUND VI LP
927628,CAPITAL ONE FINANCIAL CORP
927653,McKESSON CORPORATION
927720,SPANISH BROADCASTING SYSTEM INC
927761,MYMETICS CORPORATION
927807,INTERVEST BANCSHARES CORP
928022,Callon Petroleum Co
928054,FLOTEK INDUSTRIES INC/CN
928340,CONSOLIDATED WATER CO. LTD.
928375,DUTCH GOLD RESOURCES INC
928421,MATTSON TECHNOLOGY INC
928447,RADIANT OIL & GAS INC
928465,AMCON DISTRIBUTING CO
928592,PVF CAPITAL CORP
928658,"COVENANT LOGISTICS GROUP, INC."
928659,TELETOUCH COMMUNICATIONS INC
928835,"CHINA DIGITAL ANIMATION DEVELOPMENT, INC."
928953,PILLARSTONE CAPITAL REIT
929008,"WESCO International, Inc."
929351,LIONS GATE ENTERTAINMENT CORP /CN/
929452,KNIGHT TRANSPORTATION INC
929545,"Condor Hospitality Trust, Inc."
929887,APOLLO EDUCATION GROUP INC
929920,WELLS REAL ESTATE FUND VIII LP
929921,WELLS REAL ESTATE FUND IX LP
929940,"ASPEN TECHNOLOGY, INC."
929994,ASSISTED LIVING CONCEPTS INC
930184,VALEANT PHARMACEUTICALS INTERNATIONAL
930236,"REDWOOD TRUST, INC."
930245,GLOBAL ACQUISITIONS CORPORATION
930405,LSB FINANCIAL CORP
930420,Kforce Inc
930553,ISTA PHARMACEUTICALS INC
930775,ENCISION INC.
930803,HAUPPAUGE DIGITAL INC
930810,RECKSON OPERATING PARTNERSHIP LP
930835,EDISON MISSION ENERGY
931015,POLARIS INC.
931058,LIN TELEVISION CORP
931059,"RENNOVA HEALTH, INC."
931148,GRAFTECH INTERNATIONAL LTD.
931182,ERP OPERATING LTD PARTNERSHIP
931336,DEAN FOODS COMPANY
931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC
931683,LITTLEFIELD CORP
931755,AEI INCOME & GROWTH FUND XXI LIMITED PARTNERSHIP
931799,"GLYECO, INC."
931948,STILLWATER MINING CO /DE/
932021,"GLOBAL TECHNOLOGIES, LTD"
932111,MICREL INC
932136,SUSTAINABLE ENVIRONMENTAL TECHNOLOGIES CORP
932372,SPY INC.
932628,AMERIGAS PARTNERS LP
932696,"INSIGHT ENTERPRISES, INC."
932699,AMERICAN POWER GROUP CORP
932781,FIRST COMMUNITY CORPORATION
933034,STRATTEC SECURITY CORP
933036,"Upbound Group, Inc."
933136,Mr. Cooper Group Inc.
933141,IBERIABANK CORP
933425,ACCREDITED BUSINESS CONSOLIDATORS CORP.
933590,"YOUR COMMUNITY BANKSHARES, INC."
933738,ENGlobal Corporation
933972,374WATER INC.
933974,"AZENTA, INC."
934306,CONVERSION SERVICES INTERNATIONAL INC
934445,EAGLE MOUNTAIN CORP
934448,"DIGITAL GENERATION, INC."
934473,GENVEC INC
934538,TECHE HOLDING CO
934543,AMERICAN CHURCH MORTGAGE COMPANY
934547,BANK OF KENTUCKY FINANCIAL CORP
934549,Acacia Research Corporation
934612,"BURLINGTON NORTHERN SANTA FE, LLC"
934648,SPEEDWAY MOTORSPORTS INC
934739,WELLS FINANCIAL CORP
934796,NETWORK CN INC.
934936,"SCOLR PHARMA, INC."
935036,"ACI WORLDWIDE, INC."
935226,BENIHANA INC
935419,"RCI HOSPITALITY HOLDINGS, INC."
935493,AZZURRA HOLDING CORP
935494,NATIONAL INSTRUMENTS CORP
935703,"DOLLAR TREE, INC."
935724,PMI GROUP INC
936340,DTE Energy Co
936395,Ciena Corp
936402,SHIRE PLC
936446,AMERINAC HOLDING CORP.
936468,LOCKHEED MARTIN CORPORATION
936528,WASHINGTON FEDERAL INC
937098,"TRINET GROUP, INC."
937136,HYPERDYNAMICS CORP
937252,CAREADVANTAGE INC
937556,MASIMO CORP
937834,Metropolitan Life Insurance Co
937941,"PCM, INC."
939767,"EXELIXIS, INC."
939930,"Pyxus International, Inc."
940329,INDEPENDENCE TAX CREDIT PLUS LP IV
940332,ANADIGICS INC
940942,"HUB GROUP, INC."
940944,"DARDEN RESTAURANTS, INC."
941020,GENELINK INC
941138,UNS ENERGY CORP
941436,MODERN HOLDINGS INC
941548,CAMERON INTERNATIONAL CORP
941604,OUTERWALL INC
941685,Imageware Systems Inc
942126,TAITRON COMPONENTS INCORPORATED
942650,TN-K ENERGY GROUP INC.
943034,AUTOSCOPE TECHNOLOGIES CORP
943110,"CORPORATE RESOURCE SERVICES, INC."
943117,SUREWEST COMMUNICATIONS
943119,FNBH BANCORP INC
943184,Ever-Glory International Group Inc.
943320,"TRUMP ENTERTAINMENT RESORTS, INC."
943324,"CONMED HEALTHCARE MANAGEMENT, INC."
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION
943535,"WORLD HEALTH ENERGY HOLDINGS, INC."
943580,LECROY CORP
943819,ResMed Inc.
943823,DAVE & BUSTERS INC
943861,GOODRICH PETROLEUM CORPORATION
943894,EZENIA INC
943904,WNC HOUSING TAX CREDIT FUND V LP SERIES 3
943906,WNC HOUSING TAX CREDIT FUND V LP SERIES 4
944075,"SOCKET MOBILE, INC."
944130,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC"
944136,"TC GLOBAL, INC."
944148,"CBIZ, Inc."
944314,"LIFE STORAGE, INC."
944480,"GSE Systems, Inc."
944508,"INVENTURE FOODS, INC."
944695,"HANOVER INSURANCE GROUP, INC."
944696,"CAPITAL FINANCIAL HOLDINGS, INC"
944739,TRANSWITCH CORP /DE
944745,"Civista Bancshares, Inc."
944765,MERGE HEALTHCARE INC
944792,UNITED BANCSHARES INC /PA
944809,"OPKO HEALTH, INC."
